chart_id,difficulty,source_file,display_bpm,ebpm,total_stream_length,max_stream_length,break_count,stream_break_ratio,average_nps,peak_ebpm
5499ed93,22,Stamina RPG 7/[22] Nyan-Nyan Naughty Night/Nyan-Nyan Naughty Night.sm,242.0,242.0,132,80,1,33.0,15.24,151.2
e32b4bf2,22,Stamina RPG 7/[22] Plastic Love/plasticlove.sm,240.0,240.0,188,40,6,7.833,13.55,180.0
5eda6a3e,22,Stamina RPG 7/[22] Ralph Wiggum/Bloodhound Gang - Ralph Wiggum.sm,237.0,237.0,168,168,0,0.0,15.53,
e8d4af7a,22,Stamina RPG 7/[22] Robot Brain Era FB 230/robotbrainerafb230.sm,230.0,230.0,315,30,8,7.875,13.43,215.6
b00a5676,22,Stamina RPG 7/[22] Spacetime FB 220/spacetimefb220.sm,220.0,220.0,528,528,0,0.0,14.37,
567bc988,22,Stamina RPG 7/[22] Sujetjas Tanjec/IllegallyEmbezzleMp3 - Sujetjas Tanjec.sm,230.0,230.0,542,65,13,3.985,12.55,201.3
c1337b9a,22,Stamina RPG 7/[22] Tragedy/Tragedy.sm,248.0,248.0,126,30,7,2.1,11.4,224.8
cbc2fbb8,22,Stamina RPG 7/[22] Trucker's Delight/Flairs - Truckers Delight.sm,252.0,252.0,140,60,2,3.5,12.31,63.0
d0a3a500,22,Stamina RPG 7/[22] Yamada Stream/Yamada Stream.sm,255.0,255.0,95,32,2,6.333,14.74,191.2
f6f09aaa,23,Stamina RPG 5 - Unlocks/[23] Animu Music Triad FB 230/animutrilogy.sm,230.0,214.7,1427,137,31,5.801,12.72,201.3
48180def,23,Stamina RPG 7/[23] Bad Guy/Bad Guy.sm,270.0,270.0,73,30,6,2.607,11.75,236.2
391d8d31,23,Stamina RPG 7/[23] Dear You/Dear You.sm,261.0,261.1,93,60,2,6.2,14.19,141.5
0fced0b4,23,Stamina RPG 7/[23] Descendant of Genos/genos.sm,248.0,248.0,168,52,7,5.6,12.6,124.0
7dcf1076,23,Stamina RPG 7/[23] Free Will/Free Will.sm,260.0,260.0,96,96,0,0.0,14.62,
f646540c,23,Stamina RPG 7/[23] Nose Feeder/Wessanders - Nose Feeder.sm,240.0,240.0,258,166,0,0.0,15.3,
b413b7b6,23,Stamina RPG 7/[23] Raven/Battle Beast - Raven.sm,250.0,250.0,144,47,2,10.286,14.92,140.6
0190d9bf,23,Stamina RPG 7/[23] Stars FB 237/starsfb237.sm,237.0,237.0,377,212,3,18.85,14.41,222.2
092cfb06,23,Stamina RPG 7/[23] Writhe in Pain/Writhe in Pain Millia's Theme (From Guilty Gear X).sm,258.0,258.0,108,64,3,6.75,13.7,129.0
081eb159,24,Stamina RPG 5 - Unlocks/[24] Accel Zero FB 245/Accel Zero - Kieran_s OP.sm,245.0,245.0,861,80,26,3.299,13.46,214.4
bd625137,24,Stamina RPG 7/[24] Amor de Verao/Amor de Verao.sm,276.0,276.0,84,31,8,2.27,13.67,224.3
c8fc4253,24,Stamina RPG 7/[24] Fire Hive (Hard)/Knife Party - Fire Hive.sm,280.0,280.0,60,30,0,0.0,11.07,
973be46b,24,Stamina RPG 7/[24] Fur and Claw/Fur and Claw.sm,270.0,270.0,92,32,2,4.6,13.05,168.8
3fd08b8c,24,Stamina RPG 7/[24] Fuuga/Fuuga.sm,260.0,260.1,212,66,6,9.636,15.92,227.6
1d7bcbe9,24,Stamina RPG 7/[24] Liquid (Paul Rosenthal Remix)/Rostik - Liquid (Paul Rosenthal Remix).sm,266.0,266.0,128,64,1,4.0,11.68,99.8
8291e6d7,24,Stamina RPG 7/[24] Molten Crater/Molten Crater.sm,256.0,256.0,180,109,2,30.0,15.3,240.0
0182c458,24,Stamina RPG 7/[24] Over The Fullerene Acid Trip/acidtrip-alternative-draft.sm,253.0,253.0,192,192,0,0.0,16.36,
4967ac43,24,Stamina RPG 7/[24] promise/promise.sm,248.0,248.0,240,64,3,40.0,15.03,
e46cb7d6,25,Stamina RPG 7/[25] Ashes on The Fire/Ashes on The Fire.sm,272.0,272.0,178,74,3,3.56,13.9,
94e7b3e3,25,Stamina RPG 7/[25] Avid (Ayatori DnB Edit)/Avid (Ayatori DnB Edit).sm,266.0,265.5,228,108,2,6.333,14.45,177.0
a1d4b091,25,East Coast Stamina 10 - Upper/[25] Get Deaded FP 240/deaded.sm,240.0,240.0,1079,207,10,13.159,14.54,225.0
6cab3f18,25,Stamina RPG 7/[25] Image Material/03 IMAGE -MATERIAL-2.sm,260.0,260.0,302,130,2,5.808,13.16,130.0
e8f22443,25,Stamina RPG 7/[25] Oblivion ~Rockin' Night Style~/Oblivion ~Rockin' Night Style~.sm,282.0,282.0,71,31,1,35.5,11.85,
5f0b978a,25,Stamina RPG 7/[25] PARANOIA survivor MAX/PARANOIA survivor MAX.sm,290.0,290.3,77,18,7,4.053,15.06,272.2
e440236a,25,Stamina RPG 7/[25] Paranoid/Paranoid.sm,257.0,256.5,270,72,3,15.0,15.21,203.1
e2359195,25,Stamina RPG 7/[25] Ruby Illusions (Final Boss)/Ruby Illusions (Final Boss).sm,280.0,280.0,108,38,3,4.154,15.13,
06728f19,25,Stamina RPG 7/[25] Scias/Scias.sm,274.0,274.0,171,78,6,9.5,16.29,137.0
d9ef5b8a,25,Stamina RPG 9/[25] Apocalyptic Dawn FP 250/apocalyptic.sm,250.0,250.0,1017,131,18,4.48,12.98,218.8
465309af,26,Stamina RPG 7/[26] Doomsday Zone/Doomsday Zone.sm,288.0,287.0,128,118,0,0.0,17.2,
7216360d,26,Stamina RPG 7/[26] Gens d'Leges 5/Gens d'Leges 5.sm,274.0,274.0,166,166,0,0.0,16.68,
33f1077b,26,Stamina RPG 7/[26] Hunting For Your Dream/Hunting For Your Dream.sm,267.0,267.0,282,142,4,8.812,16.2,222.5
9e9227b7,26,Stamina RPG 7/[26] Scarlet Devil/Scarlet Devil.sm,272.0,272.0,267,94,2,7.417,15.67,136.0
5b4e7951,26,Stamina RPG 7/[26] Soar ~Stay With Me~/Soar ~Stay With Me~.sm,284.0,284.0,120,120,0,0.0,17.59,
dc8f6556,26,Stamina RPG 7/[26] Southcoast Calling (Medium)/Southcoast Calling.sm,299.0,298.5,140,52,3,1.359,13.34,248.8
1200890c,26,Stamina RPG 7/[26] SpaceRage/SpaceRage.sm,291.0,291.0,114,46,1,4.56,13.93,
0ba68e8c,27,Stamina RPG 7/[27] Bye Bye Baby Balloon/Bye Bye Baby Balloon.sm,290.0,290.0,148,48,4,9.25,16.73,235.6
52f90bbc,27,Stamina RPG 7/[27] Lovelyteks FP 184/lovelyteks fp.sm,276.0,276.0,312,168,1,52.0,17.99,
fa26af37,27,Stamina RPG 7/[27] Pushing Onwards/Pushing Onwards.sm,280.0,280.0,234,234,0,0.0,17.34,
ad5a31af,27,East Coast Stamina 10 - Upper/[27] untitled djkurara mix FB 265/kuraramix.sm,265.0,265.0,1029,132,25,4.854,15.0,231.9
512def89,12,Stamina RPG 7/[12] Ghost (FootMerc Remix)/Ghost.sm,160.0,160.0,39,7,2,1.147,7.21,100.0
2c4250c9,12,Stamina RPG 7/[12] Mind Echoes/40-hydelic-mind_echoes-tosk.sm,138.0,155.2,102,8,5,2.429,7.09,120.8
198273f7,12,Stamina RPG 7/[12] Purple Lamborghini/BADWOR7H & Battery - Purple Lamborghini.sm,150.0,150.0,44,15,2,1.375,5.82,131.2
97904687,12,Stamina RPG 7/[12] Sense 2007/04 - good-cool - Sense 2007.sm,140.0,140.0,59,28,1,14.75,8.34,
024803be,13,Stamina RPG 7/[13] Decisive Battle (Vs. Exdeath) (Easy)/exdeath.sm,170.0,170.0,49,28,8,0.891,6.81,140.0
06f21eca,13,Stamina RPG 7/[13] Love/Love.sm,133.0,133.2,204,204,0,0.0,8.54,
8c7a833f,13,Stamina RPG 7/[13] My Only Shining Star/My Only Shining Star (Danceforze Dance To Death Mix).sm,145.0,163.1,135,32,5,2.872,7.83,108.8
c4a98439,13,Stamina RPG 7/[13] Purgatorium/Purgatorium.sm,150.0,168.8,110,23,6,4.231,8.77,112.5
3d82cb5c,13,Stamina RPG 7/[13] Xeon/Xeon.sm,160.0,170.0,88,22,2,2.933,8.91,140.0
7ca2f199,14,Stamina RPG 7/[14] Brain Power (Cranky Remix)/Brain Power(Cranky Remix).sm,165.0,165.0,113,25,2,5.65,9.68,103.1
2df44cb8,14,Stamina RPG 7/[14] Club Night/Club Night.sm,170.0,170.0,92,31,2,4.0,8.63,138.1
d815add2,14,Stamina RPG 6 - Unlocks/[14] Disaster Level- PHOENIX MAN/[135] Disaster Level- PHOENIX MAN.sm,135.0,135.0,542,53,28,4.754,8.28,126.6
b80a2930,14,East Coast Stamina 11 - Lower/[14] Mezame (Hyphen Bootleg)/mezame.sm,165.0,165.0,125,32,2,5.952,8.6,144.4
7fa8aa93,14,Stamina RPG 7/[14] Neo Fury Medley (Hard)/Neo Fury Medley.sm,145.0,154.1,409,205,4,6.817,8.67,126.9
fe3db7fa,14,Stamina RPG 7/[14] Neurotoxin/Neurotoxin.sm,180.0,180.0,86,31,4,4.778,9.94,157.5
18202282,14,Stamina RPG 7/[14] Rot in hell !!/Rot in hell !!.sm,150.0,150.0,193,31,1,14.846,8.66,93.8
941a5a9a,15,Stamina RPG 7/[15] Chatroom/chatroom.sm,172.0,172.0,144,48,3,3.273,8.43,86.0
c08264be,15,Stamina RPG 7/[15] Dualive/dualive.sm,190.0,190.0,65,33,3,4.643,10.06,178.1
fdc956a6,15,Stamina RPG 6 - Unlocks/[15] Firing Up/Maniacs of Noise - Firing Up.sm,140.0,140.0,762,153,4,38.1,9.13,113.8
9fc7e27a,15,Stamina RPG 7/[15] KATYUSHA Hard Bass FB 185/katyushahardbassfb185.sm,185.0,185.5,104,28,4,8.667,10.83,104.3
c874b2ed,15,Stamina RPG 7/[15] Maniac/Maniac.sm,166.0,166.0,153,100,2,5.885,9.87,134.9
0f4f6248,15,Stamina RPG 7/[15] Tough Boy/Tough Boy.sm,159.0,159.0,150,30,3,25.0,9.86,149.1
e97145ff,16,Stamina RPG 6 - Unlocks/[16] Disaster Level- WOLF/[160] Disaster Level- WOLF.sm,160.0,160.0,545,63,41,2.962,9.58,150.0
1c6bc380,16,Stamina RPG 7/[16] Fine Night (Hard)/Fine Night.sm,179.0,179.0,168,120,1,10.5,9.61,134.3
4b0024a2,16,Stamina RPG 7/[16] Get Your Wish (Sewerslvt Remix)/getyourwish.sm,190.0,190.0,137,32,3,9.786,10.67,
8b5b401f,16,Stamina RPG 5/[16] Ground Shake (Original Extended)/Ground Shake (Original Extended).sm,200.0,200.0,94,39,4,2.0,8.94,112.5
23763207,16,Stamina RPG 7/[16] Holding Out For A Hero/Holding Out For A Hero.sm,200.0,200.0,134,47,4,2.913,10.81,137.5
d5c33ef7,16,Stamina RPG 7/[16] Perfect Happiness FP 160/perfecthappinessfp160.sm,160.0,160.0,345,108,1,115.0,10.31,130.0
d8d127d3,16,Stamina RPG 7/[16] Sakura Mirage (STARLiGHT mix)/Sakura Mirage (STARLiGHT mix).sm,187.0,187.0,114,40,3,6.0,10.14,93.5
f956c902,17,Stamina RPG 7/[17] Do Androids Dream/doandroidsdream.sm,190.0,190.0,194,15,8,6.69,10.64,178.1
5dd44a24,17,Stamina RPG 7/[17] Falz Double Hunar Theme/PSO2 Falz Double Hunar Theme.sm,170.0,170.0,448,243,1,112.0,11.22,127.5
eb85cd1e,17,Stamina RPG 7/[17] Funk It! FB 182/funkitfb182.sm,182.0,182.0,299,87,7,3.691,10.14,159.2
67abb530,17,Stamina RPG 7/[17] Mako Reactor 1 (Medium)/makoreactor1battleedit.sm,210.0,210.0,120,60,2,2.5,9.57,122.5
acae66c2,17,Stamina RPG 6 - Unlocks/[17] The Dream/The Dream.sm,196.0,182.0,676,57,29,1.883,9.31,170.6
b02fb150,17,Stamina RPG 7/[17] Youth Pig Bastard/Youth Pig Bastard.sm,200.0,200.0,181,35,3,10.647,11.65,162.5
ad7e4347,18,Stamina RPG 6/[18] APHONIA/aphonia.sm,212.0,212.0,160,32,4,4.848,11.47,132.5
4aba622b,18,Stamina RPG 7/[18] Burning Arena FB 187/burningarenafb187.sm,187.0,187.0,344,46,5,7.644,10.78,151.9
15db4570,18,Stamina RPG 6/[18] Doomsday/Antagon - Doomsday 185 BPM.sm,185.0,208.1,339,216,2,21.188,11.67,127.2
7c613b2d,18,Stamina RPG 5/[18] Energy Bomb/energy.sm,220.0,220.0,105,32,3,2.019,9.34,165.0
0680620a,18,Stamina RPG 5/[18] Happy Satanic Symbols For Pleasure/satanicforpleasure.sm,187.0,187.0,325,143,0,0.0,12.39,
94f90bdd,18,East Coast Stamina 11 - Mid/[18] Hunter_s Anthem/Hunter_s Anthem.sm,213.0,212.5,166,64,4,3.192,11.18,172.7
1e7305e4,18,Stamina RPG 6/[18] Infinity Engine/infinity engine.sm,190.0,190.0,333,47,4,23.786,11.51,154.4
18b303d0,18,Stamina RPG 6/[18] Lapfoxed Forever/Lapfoxed Forever.sm,220.0,220.0,139,30,7,1.635,10.07,206.3
2334ddbf,18,Stamina RPG 6 - Unlocks/[18] Magnum Perardua Omen/Magnum Perardua - Omen.sm,183.0,182.5,826,240,10,11.162,11.34,136.9
5b854fee,18,Stamina RPG 7/[18] Mental Spectrum Hacker (Laur Remix)/hackerrmx.sm,210.0,210.0,158,18,6,4.389,10.5,170.6
49d89544,18,East Coast Stamina 11 - Mid/[18] Muzik Overload (Hard)/muzik.sm,220.0,220.0,99,32,3,2.676,11.67,151.2
aa3825d8,18,Stamina RPG 7/[18] Neural Grid/neural.sm,200.0,200.0,279,35,5,6.643,10.48,137.5
e12eba9f,18,East Coast Stamina 11 - Mid/[18] Once In A Lifetime/Once In A Lifetime.sm,200.0,200.0,291,64,9,4.85,11.59,162.5
d5f74846,18,Stamina RPG 5/[18] Opera Prima (ARK05)/Opera Prima (ARK05).sm,215.0,206.7,156,47,3,3.25,11.05,103.3
c1004f68,18,East Coast Stamina 11 - Mid/[18] Pacific Girls/Pacific Girls.sm,195.0,195.0,212,144,3,7.571,11.67,158.4
2b83e261,18,Stamina RPG 5/[18] SRPX-0004 (Part 2)/srpx0004.sm,203.0,203.0,321,31,13,5.836,11.79,177.6
e18f82b3,18,Stamina RPG 5/[18] Silver Screen For Business/silverscreenforbusiness.sm,197.0,197.0,234,32,3,26.0,12.07,172.4
bf87c24d,18,Stamina RPG 7/[18] Transparent World/Transparent World.sm,220.0,220.0,97,33,3,4.85,12.21,192.5
713ea23c,18,Stamina RPG 7/[18] jun NONSTOP MEGAMIX/jun NONSTOP MEGAMIX.sm,192.0,192.0,462,54,17,3.667,10.97,156.0
e5a8c930,18,Stamina RPG 6/[18] raveland revisited (extra shit mix)/raveland revisited (extra shit mix).sm,201.0,201.0,218,128,3,6.412,12.17,175.9
ee627421,19,Stamina RPG 7/[19] Absolute Relative/Fele_-_Absolute_Relative.sm,200.0,200.0,318,111,0,0.0,12.78,
1df50bca,19,Stamina RPG 7/[19] Blight My Name/Slax - Blight My Name 220.sm,220.0,220.0,122,49,2,20.333,13.52,110.0
68134276,19,East Coast Stamina 11 - Mid/[19] Country Road/country.sm,214.0,321.0,3,3,0,0.0,14.02,
86efc2d0,19,Stamina RPG 5/[19] Digital Messias For Business/digitalmessiasforbusiness.sm,207.0,207.0,322,77,6,16.1,13.04,194.1
771a8f44,19,Stamina RPG 5/[19] Dodgeball/Petriform - nothing is for sure - 03 dodgeball.sm,210.0,210.0,183,160,2,7.957,12.05,105.0
91d32f6c,19,East Coast Stamina 11 - Mid/[19] Dragon Dive/dragondive.sm,232.0,232.0,90,30,3,1.184,10.79,203.0
8f99eb36,19,Stamina RPG 5/[19] EgO/ego.sm,236.0,236.0,79,28,4,2.394,12.04,177.0
71e68af0,19,Stamina RPG 7/[19] Ghghghghghost/0081 - Ghghghghghost.sm,212.0,212.0,268,63,3,33.5,13.07,172.2
889f1d8b,19,Stamina RPG 7/[19] Heavenly Blast/Heavenly Blast.sm,234.0,234.0,78,18,6,1.95,12.05,204.8
fac3561c,19,Stamina RPG 6/[19] Highscore/Teminite & Panda Eyes - Highscore.sm,220.0,220.0,173,64,2,28.833,12.93,110.0
97c27030,19,Stamina RPG 6/[19] LITHA/FELE - LITHA.sm,195.0,195.0,392,48,4,43.556,12.1,170.6
cf9812b7,19,Stamina RPG 7/[19] Magical Tank Battle FP 194/magicaltankfp194.sm,194.0,194.0,524,173,10,6.895,11.78,181.9
fd843688,19,Stamina RPG 7/[19] Peter On Crack FP 197/peteroncrackfp197.sm,197.0,246.2,1,1,0,0.0,12.81,
e77b1385,19,East Coast Stamina 11 - Mid/[19] Remembrance/remembrance.sm,190.0,190.0,796,124,12,7.236,11.26,142.5
c8ff929f,19,East Coast Stamina 11 - Mid/[19] Trails Of Cold Stream SC Part3/marathonPart3.sm,200.0,200.0,406,77,5,10.15,12.55,137.5
721e1e26,19,Stamina RPG 5/[19] Vicodin Beach Party/Vicodin Beach Party.sm,225.0,210.0,127,79,1,3.848,11.58,105.0
f9058b4f,18,Stamina RPG 8/[18] goretrance 3 FP 187/goretrance3fp187.sm,187.0,187.0,456,159,8,7.475,11.39,151.9
0d9350bb,19,Stamina RPG 6/[19] incessant smiles/Incessant Smiles.sm,210.0,210.0,246,118,3,7.935,12.49,118.1
6da8655a,19,East Coast Stamina 11 - Mid/[19] katagiri catchball/catchball.sm,220.0,220.0,167,40,4,5.964,12.79,206.3
38fa5705,19,Stamina RPG 6/[19] lovism/lovism.sm,230.0,230.0,100,31,3,3.704,13.4,201.3
c6bc2a0f,20,Stamina RPG 7/[20] ASGORE/ASGORE.sm,230.0,229.7,120,39,3,5.455,12.96,
8b7dadff,20,Stamina RPG 6/[20] Bison Charge/Umeboshi Chazuke - Bison Charge.sm,243.0,243.0,73,20,1,3.65,12.33,136.7
a586a9d2,20,Stamina RPG 5/[20] Black night/blacknight.sm,226.0,209.0,208,104,6,4.952,11.68,182.9
ce27737c,20,Stamina RPG 6 - Unlocks/[20] Blue Dragon Exclusive Mix Side A/Blue Dragon Exclusive Mix Side A.sm,202.0,202.0,762,120,12,6.927,11.87,151.5
fc50336f,20,Stamina RPG 6/[20] Cerenkov Radiation/cerenkov.sm,238.0,237.5,73,31,1,36.5,10.81,178.1
a7216207,21,Stamina RPG 7 - Unlocks/[21] Dernier Voyage 2020 Reduxx FP 214/derniervoyagefp214.sm,214.0,240.8,526,360,2,26.3,13.56,147.1
7ebfde63,20,East Coast Stamina 11 - Mid/[20] Ernst (Medium)/ernst.sm,240.0,240.0,107,31,4,1.672,11.0,225.0
e00c57e0,20,Stamina RPG 5/[20] Extermination/Extermination.sm,230.0,230.0,137,15,0,0.0,14.03,
d53e6bf4,20,Stamina RPG 5/[20] Flamethrower Jambon Beurre/beurre.sm,215.0,215.0,321,128,3,11.069,12.93,147.8
ff7eb16f,20,East Coast Stamina 11 - Mid/[20] Glorious Crown (tpz remix)/Glorious Crown (tpz remix).sm,236.0,235.8,142,27,4,2.536,12.33,176.8
9d350ed2,20,Stamina RPG 5/[20] Guilty Surfacing For Pleasure/guiltysurfacingforpleasure.sm,208.0,208.0,391,95,3,14.481,13.14,195.0
11a3aa8a,25,Stamina RPG 6/[25] Life Burst (Liquid E.T. Remix) FB 250/Life Burst (Liquid E.T. Remix).sm,250.0,250.0,370,79,5,15.417,14.73,218.8
73de9380,20,Stamina RPG 6/[20] Mercury in Retrogade/Ketek & Kopophobia - All Killer No Filler - 02 Mercury in Retrogade 219Bpm.sm,219.0,219.0,267,64,4,17.8,11.68,205.3
5faa7af0,20,Stamina RPG 7/[20] Midnight Glow/Midnight_Glow.sm,210.0,210.0,436,69,14,6.812,12.8,183.8
e27de9c1,20,Stamina RPG 7/[20] Our 16bit endZ Trigger/Our 16bit endZ Trigger.sm,244.0,244.0,75,32,4,1.829,11.64,228.8
dec86286,20,Stamina RPG 6/[20] Rasta Rebel and Dynamic Pulse FB 207/rastarebelfb207.sm,207.0,207.0,548,47,7,24.909,13.04,194.1
ccfb2fb8,20,Stamina RPG 5/[20] Reboot/reboot.sm,240.0,240.0,79,44,3,1.927,12.57,165.0
997b5c2b,20,East Coast Stamina 11 - Mid/[20] Spiral of Erebos/Spiral of Erebos.sm,224.0,224.0,164,96,1,82.0,12.31,112.0
3fae907c,20,Stamina RPG 6/[20] Unleash/unleash.sm,220.0,170.0,239,135,4,9.192,9.54,85.0
171266b5,20,Stamina RPG 7/[20] Unorthodox Red/unorthodoxred.sm,220.0,247.5,240,128,1,5.0,12.0,110.0
2e5e9abc,21,East Coast Stamina 11 - Mid/[21] Call My Life/Call My Life.sm,250.0,250.0,96,32,2,1.714,8.46,
8e30c135,21,East Coast Stamina 11 - Mid/[21] Call of the Hound/Call of the Hound.sm,240.0,240.0,113,80,1,7.062,12.87,120.0
2fac8b25,21,Stamina RPG 5/[21] The Bell For Business (2)/dino20forbusiness.sm,226.0,226.0,266,39,7,7.189,13.22,211.9
9f4c29ae,21,Stamina RPG 7/[21] Disaster Level- TIGER/[210] Disaster Level- TIGER.sm,210.0,210.0,907,174,17,7.622,12.87,183.8
f11156a9,21,Stamina RPG 6/[21] End Boss/endboss.sm,240.0,255.0,168,64,3,7.636,11.39,225.0
0d0a77eb,21,Stamina RPG 7/[21] Endeavour/Endeavour.sm,230.0,230.0,250,53,8,3.788,12.29,186.9
d07cd0cb,21,Stamina RPG 6/[21] Go 2 Fast FB 213/go2fastfb213.sm,213.0,239.6,659,39,18,8.238,12.9,199.7
b7c47647,22,Stamina RPG 7/[22] HAUNT Sampler Mix FB 222/hauntfb222.sm,222.0,222.0,610,127,5,33.889,13.71,208.1
81e84e7b,21,Stamina RPG 7/[21] Laser Cannon Deth Sentence/lasercannondethsentence.sm,240.0,240.0,116,70,2,5.8,13.74,210.0
237eab24,21,Stamina RPG 5/[21] Lifestyles Transformed/LIFESTYLES TRANSFORMED.sm,230.0,230.0,486,64,25,2.348,12.26,201.3
7c5de923,21,Stamina RPG 5/[21] The Bell For Business (3)/nightmare.sm,230.0,230.0,250,78,9,3.205,10.54,172.5
ca07ad8a,21,Stamina RPG 5/[21] The Bell For Business (4)/Punch Buggy Slug Bug.sm,240.0,240.0,146,49,4,2.704,13.07,150.0
1a6dfa45,21,Stamina RPG 6/[21] QZKago Requiem/t+pazolite - QZKago Requiem.sm,257.0,257.0,69,23,3,1.353,10.44,208.8
f5499ee5,21,Stamina RPG 7/[21] Rain/Rain.sm,225.0,225.0,260,176,2,18.571,12.69,182.8
efb932c5,21,Stamina RPG 7/[21] Smiler Voyage/Smiler Voyage.sm,218.0,218.0,514,40,23,4.549,12.59,163.5
194b5a5c,21,Stamina RPG 7/[21] Stronger/Stronger.sm,255.0,255.0,99,22,3,1.375,8.05,170.0
0a66f7f5,21,Stamina RPG 5/[21] The Bell For Business/thebellforbusiness.sm,219.0,219.0,365,164,3,19.211,13.41,205.3
746fa11e,21,Stamina RPG 5/[21] The Bell For Business (5)/theislandpt2.sm,252.0,252.0,103,40,3,0.972,9.14,157.5
6b9b6c41,21,Stamina RPG 7/[21] Unknown Depths VIP (Part 1)/Unknown Depths VIP (Part 1).sm,220.0,220.0,462,96,10,3.726,11.58,178.8
0f30d09d,21,Stamina RPG 6/[21] Yuugure Meme Diary/memediary.sm,230.0,230.0,184,36,3,8.762,13.98,215.6
6aab536b,22,Stamina RPG 7/[22] BTB/BTB.sm,242.0,242.0,230,23,8,4.34,12.69,211.8
f697f4df,22,East Coast Stamina 11 - Mid/[22] Blaze at My Feet/blaze.sm,254.0,254.0,155,36,11,1.722,11.78,142.9
cb419d8a,22,Stamina RPG 5/[22] Confinement/Confinement.sm,240.0,240.0,178,96,2,4.944,12.23,150.0
7cfd20e2,22,East Coast Stamina 11 - Mid/[22] Cutening/Cutening.sm,260.0,260.0,107,23,8,1.529,12.17,227.5
c49e52d7,22,Stamina RPG 7/[22] Dieselrok/Dieselrok.sm,260.0,260.0,114,16,10,2.0,12.16,146.2
79fe3092,22,Stamina RPG 5/[22] Exitium/Exitium.sm,260.0,260.0,84,18,4,1.647,12.77,227.5
f948016a,22,Stamina RPG 7/[22] Last Stardust/Last Stardust.sm,256.0,256.0,150,30,6,3.261,13.74,208.0
6178d596,22,Stamina RPG 6/[22] MeteorGlow Aftermath/meteorglow.sm,264.0,264.0,45,26,1,11.25,10.81,
12ec37fb,22,Stamina RPG 5/[22] Portal Of I Continuous Mix (Part 3)/portalofip3.sm,225.0,225.0,458,261,8,16.357,12.67,182.8
01e9188b,22,East Coast Stamina 11 - Mid/[22] Reflection (Continuous Mix)/reflectionmix.sm,220.0,220.0,1038,129,26,3.0,11.22,206.3
ac8bcbb9,22,Stamina RPG 5/[22] Soul Shredder/Soul Shredder.sm,228.0,228.0,346,31,2,86.5,13.5,213.8
d84e985a,22,Stamina RPG 6/[22] The Blast Roundup/The Blast Roundup.sm,250.0,250.0,154,29,3,3.85,13.39,234.4
20380cec,22,Stamina RPG 5/[22] The Deceit/The Deceit.sm,250.0,250.0,126,9,9,2.93,13.58,218.8
2fbb851f,22,East Coast Stamina 11 - Mid/[22] The End of -SAGA-/The End of -SAGA-.sm,236.0,236.0,170,98,1,85.0,13.13,
e33ba015,22,Stamina RPG 7/[22] The Game/The Game.sm,237.0,237.0,248,56,5,6.703,14.34,192.6
90577ea0,22,Stamina RPG 5/[22] The Merciless Savior/The Merciless Savior.sm,236.0,236.0,260,71,3,3.21,11.3,177.0
4d1e855b,21,Stamina RPG 6/[21] Winter Solstice FP 213/wintersolsticefp213.sm,213.0,213.0,504,60,8,16.258,13.27,186.4
86f1b07f,22,Stamina RPG 6/[22] ZiRNiTRA/zirnitra.sm,235.0,235.0,232,129,7,7.484,12.67,205.6
3f9d2dbb,22,East Coast Stamina 11 - Mid/[22] cafe de kemomimi loli/kemomimi.sm,240.0,240.0,198,95,2,16.5,14.5,
d462f396,22,Stamina RPG 6/[22] lolivision/lolivisioncut.sm,244.0,244.0,141,62,2,15.667,13.05,152.5
5f01349f,23,Stamina RPG 5/[23] A Lasting Promise/alp.sm,270.0,270.0,91,26,5,3.37,13.69,185.6
b3d79ee9,23,Stamina RPG 7/[23] Akayake no Majo/akayake.sm,254.0,254.0,204,70,4,5.667,13.27,127.0
5b61d347,23,Stamina RPG 5/[23] Astral tale/astraltale.sm,268.0,268.0,93,32,5,2.657,12.11,201.0
878a3f3d,23,Stamina RPG 6/[23] Black Lamp/black lamp.sm,260.0,260.0,101,64,4,5.611,14.83,227.5
c219fd03,23,East Coast Stamina 11 - Upper/[23] Calm Passion/Calm Passion.sm,248.0,248.0,156,64,2,39.0,16.0,124.0
867e4d09,23,East Coast Stamina 13 - Mid Raw Output/[23] Concept HMI (Hard)/Concept HMI.sm,270.0,270.0,100,36,2,1.562,12.14,
5734403d,23,Stamina RPG 7/[23] Curry Meshi is a Miracle/Curry Meshi is a Miracle.sm,272.0,272.0,72,32,3,1.895,12.77,
7ecc3c67,22,Stamina RPG 7 - Unlocks/[22] Eljektronnyi Mir FP 226/eljektronnyimirfp226.sm,226.0,226.0,504,145,8,4.345,12.85,183.6
31a21889,23,Stamina RPG 6 - Unlocks/[23] Inferno/9mm Parabellum Bullet.sm,292.0,292.4,54,13,4,1.2,13.15,231.5
c3f02f8f,23,Stamina RPG 5/[23] Intersect Thunderbolt/Intersect Thunderbolt.sm,250.0,250.0,120,67,2,17.143,15.75,203.1
16ec990b,23,Stamina RPG 5 - Unlocks/[23] Love This Feelin/Love This Feelin'.sm,285.0,285.3,42,12,4,2.8,9.9,
11c2d8a6,23,Stamina RPG 5/[23] Magic Dragon/demon attacked me but then it was slain.sm,240.0,240.0,283,71,5,15.722,14.43,135.0
